Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;PASSO FUNDO;SIM REDE DE POSTOS LTDA; 07.473.735/0120-07;AVENIDA PRESIDENTE VARGAS;3030;;SAO CRISTOVAO;99064-000;DIESEL S10;11/09/2024;6,09;;R$ / litro;BRANCA
NE;PE;LAJEDO;COSME & COSME COMBUSTIVEIS LTDA; 23.213.164/0001-00;RODOVIA PE 180;S/N;KM    40.5;ZONA RURAL;55385-000;DIESEL S10;11/09/2024;5,72;;R$ / litro;BRANCA
CO;GO;ITUMBIARA;AUTO POSTO W. U. G. LTDA - EPP; 21.043.416/0001-67;AVENIDA AFONSO PENA;2,265;;SETOR AFONSO PENA;75513-540;DIESEL;13/09/2024;5,79;;R$ / litro;BRANCA
CO;GO;ITUMBIARA;AUTO POSTO W. U. G. LTDA - EPP; 21.043.416/0001-67;AVENIDA AFONSO PENA;2,265;;SETOR AFONSO PENA;75513-540;DIESEL S10;13/09/2024;5,89;;R$ / litro;BRANCA
CO;GO;ITUMBIARA;SR COMERCIO DE COMBUSTIVEIS LTDA; 22.153.958/0001-55;AVENIDA CELSO MAEDA;2478;;SETOR SANTA RITA;75515-255;DIESEL;09/09/2024;5,59;;R$ / litro;BRANCA
CO;GO;ITUMBIARA;SR COMERCIO DE COMBUSTIVEIS LTDA; 22.153.958/0001-55;AVENIDA CELSO MAEDA;2478;;SETOR SANTA RITA;75515-255;DIESEL S10;09/09/2024;5,69;;R$ / litro;BRANCA
NE;PE;VITORIA DE SANTO ANTAO;POSTO & HOTEL CENTER LTDA; 22.958.546/0001-92;1A TRAVESSA HENRIQUE DIAS;S/N;;LIVRAMENTO;55602-281;DIESEL S10;11/09/2024;5,78;;R$ / litro;BRANCA
SE;MG;PARACATU;POSTO PARACATUZINHO PORTAL DE MINAS V LTDA; 22.244.458/0001-29;AVENIDA AEROPORTO;6;;PARACATUZINHO;38600-001;DIESEL;10/09/2024;6,19;;R$ / litro;BRANCA
SE;MG;PARACATU;POSTO PARACATUZINHO PORTAL DE MINAS V LTDA; 22.244.458/0001-29;AVENIDA AEROPORTO;6;;PARACATUZINHO;38600-001;DIESEL S10;10/09/2024;6,26;;R$ / litro;BRANCA
S;PR;UNIAO DA VITORIA;AUTO POSTO VERENKA 06 LTDA; 19.225.511/0001-30;RUA SALGADO FILHO;927;;CENTRO;84600-010;DIESEL;12/09/2024;6,09;;R$ / litro;BRANCA
S;PR;UNIAO DA VITORIA;AUTO POSTO VERENKA 06 LTDA; 19.225.511/0001-30;RUA SALGADO FILHO;927;;CENTRO;84600-010;DIESEL S10;12/09/2024;6,19;;R$ / litro;BRANCA
S;RS;OSORIO;DACOL & CORREA COMERCIO DE COMBUSTIVEIS LTDA; 17.189.514/0001-30;RUA DA LAGOA;1050;CASA;PANORAMICO;95520-000;DIESEL S10;11/09/2024;6,19;;R$ / litro;VIBRA
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA; 11.062.711/0001-07;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;DIESEL;09/09/2024;6,39;;R$ / litro;IPIRANGA
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA; 11.062.711/0001-07;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;DIESEL S10;09/09/2024;6,39;;R$ / litro;IPIRANGA
SE;MG;GUAXUPE;AUTO POSTO BRASIL PETRO GUAXUPE LTDA - EPP; 26.244.386/0001-70;RUA DR. JEREMIAS ZERBINI;746;;VILA MEZIARA;37800-000;DIESEL;12/09/2024;5,89;;R$ / litro;BRANCA
SE;MG;GUAXUPE;AUTO POSTO BRASIL PETRO GUAXUPE LTDA - EPP; 26.244.386/0001-70;RUA DR. JEREMIAS ZERBINI;746;;VILA MEZIARA;37800-000;DIESEL S10;12/09/2024;5,99;;R$ / litro;BRANCA
SE;SP;JACAREI;AUTO POSTO JARDIM SAO PAULO II LTDA; 26.334.165/0001-93;AVENIDA MARIA AUGUSTA FAGUNDES GOMES;61;;RESIDENCIAL SAO PAULO;12322-300;DIESEL;09/09/2024;5,74;;R$ / litro;RAIZEN
SE;SP;JACAREI;AUTO POSTO JARDIM SAO PAULO II LTDA; 26.334.165/0001-93;AVENIDA MARIA AUGUSTA FAGUNDES GOMES;61;;RESIDENCIAL SAO PAULO;12322-300;DIESEL S10;09/09/2024;5,84;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;POSTO ROTA DO CAFE COMERCIO DE DERIVADOS DE PETROLEO LTDA; 23.681.303/0001-12;RODOVIA BR 101, KM 814;S/N;;CENTRO;45836-000;DIESEL;10/09/2024;5,79;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;POSTO ROTA DO CAFE COMERCIO DE DERIVADOS DE PETROLEO LTDA; 23.681.303/0001-12;RODOVIA BR 101, KM 814;S/N;;CENTRO;45836-000;DIESEL S10;10/09/2024;5,84;;R$ / litro;RAIZEN
NE;BA;JACOBINA;BC REVENDA DE COMBUSTIVEIS LTDA; 25.448.035/0001-19;AVENIDA LOMANTO JUNIOR;128;;CENTRO;44700-000;DIESEL;10/09/2024;5,99;;R$ / litro;BRANCA
NE;BA;JACOBINA;BC REVENDA DE COMBUSTIVEIS LTDA; 25.448.035/0001-19;AVENIDA LOMANTO JUNIOR;128;;CENTRO;44700-000;DIESEL S10;10/09/2024;6,13;;R$ / litro;BRANCA
S;SC;SAO JOSE;LOJA AVIAO COMERCIO DE COMBUSTIVEIS IMPORTACAO E EXPORTACAO DE ARTIGOS PARA PRESENTES EIRELI; 11.097.723/0001-77;RUA GERONCIO THIVES;580;"LOJA: 01;";BARREIROS;88117-290;DIESEL S10;11/09/2024;5,99;;R$ / litro;IPIRANGA
SE;SP;JABOTICABAL;AUTO POSTO CENTRO EXPRESSO LTDA; 21.458.327/0001-81;AVENIDA PINTOS;763;;CENTRO;14870-120;DIESEL S10;09/09/2024;5,99;;R$ / litro;BRANCA
N;PA;SANTAREM;M. H. SOARES CARNEIRO COMERCIO; 14.379.161/0002-23;AVENIDA MENDONCA FURTADO;2350;;ALDEIA;68040-050;DIESEL;10/09/2024;6,35;;R$ / litro;VIBRA
N;PA;SANTAREM;M. H. SOARES CARNEIRO COMERCIO; 14.379.161/0002-23;AVENIDA MENDONCA FURTADO;2350;;ALDEIA;68040-050;DIESEL S10;10/09/2024;6,49;;R$ / litro;VIBRA
SE;SP;SUMARE;AUTO POSTO JEQUITIBA LTDA; 23.971.764/0001-20;RUA JOSE MARIA MIRANDA;331;;CENTRO;13170-001;DIESEL S10;12/09/2024;6,09;;R$ / litro;IPIRANGA
CO;MT;SINOP;DOIS PINHEIROS AUTO POSTO LTDA; 21.199.882/0001-36;RUA DAS ORQUIDEAS;557;": ESQUINA C/CEREJEIRAS;";JARDIM BOTANICO;78556-054;DIESEL S10;09/09/2024;5,98;;R$ / litro;BRANCA
NE;BA;JACOBINA;FLAVIO E MARIANO DERIVADOS DE PETROLEO LTDA; 26.195.959/0001-13;AVENIDA CENTENARIO;550;;NAZARE;44700-000;DIESEL;10/09/2024;6,19;;R$ / litro;BRANCA
NE;BA;JACOBINA;FLAVIO E MARIANO DERIVADOS DE PETROLEO LTDA; 26.195.959/0001-13;AVENIDA CENTENARIO;550;;NAZARE;44700-000;DIESEL S10;10/09/2024;6,29;;R$ / litro;BRANCA
SE;MG;JANAUBA;AUTO POSTO JANAUBA LTDA; 26.445.859/0001-06;AVENIDA MANOEL ATAIDE;350;;ESPLANADA;39445-138;DIESEL;11/09/2024;5,77;;R$ / litro;BRANCA
SE;MG;JANAUBA;AUTO POSTO JANAUBA LTDA; 26.445.859/0001-06;AVENIDA MANOEL ATAIDE;350;;ESPLANADA;39445-138;DIESEL S10;11/09/2024;5,89;;R$ / litro;BRANCA
NE;SE;LAGARTO;AUTO POSTO A & R LTDA; 24.350.772/0001-11;RODOVIA ANTONIO MARTINS DE MENEZES;2174;;JARDIM CAMPO NOVO;49400-000;DIESEL;09/09/2024;5,7;;R$ / litro;BRANCA
NE;SE;LAGARTO;AUTO POSTO A & R LTDA; 24.350.772/0001-11;RODOVIA ANTONIO MARTINS DE MENEZES;2174;;JARDIM CAMPO NOVO;49400-000;DIESEL S10;09/09/2024;5,8;;R$ / litro;BRANCA
SE;RJ;SANTO ANTONIO DE PADUA;GNV PADUA COMERCIO DE COMBUSTIVEL LTDA - ME; 15.252.610/0001-50;ESTRADA PADUA - PIRAPETINGA;SN;KM    01                  GALPAO02;ARRAIALZINHO;28470-000;GNV;09/09/2024;5,98;;R$ / m³;BRANCA
SE;RJ;SANTO ANTONIO DE PADUA;GNV PADUA COMERCIO DE COMBUSTIVEL LTDA - ME; 15.252.610/0001-50;ESTRADA PADUA - PIRAPETINGA;SN;KM    01                  GALPAO02;ARRAIALZINHO;28470-000;DIESEL;09/09/2024;5,69;;R$ / litro;BRANCA
S;RS;CACHOEIRA DO SUL;POSTO DE COMBUSTIVEIS DAL RI LTDA.; 08.824.904/0006-58;AVENIDA BRASIL;300;;DREWS;96501-012;DIESEL;10/09/2024;5,97;;R$ / litro;IPIRANGA
SE;MG;JUIZ DE FORA;AUTO POSTO SALVATERRA LTDA; 24.659.912/0002-19;AVENIDA DOS ANDRADAS;504;;CENTRO;36036-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;IPIRANGA
SE;SP;JACAREI;BABY AUTO POSTO LTDA; 24.474.162/0001-20;AVENIDA SANTA CRUZ DOS LAZAROS;253;;SANTA CRUZ DOS LAZAROS;12322-310;DIESEL S10;09/09/2024;5,99;;R$ / litro;VIBRA
NE;CE;ICO;O BARATEIRO COMERCIAL DE COMBUSTIVEIS LTDA; 22.258.301/0001-52;RODOVIA ICO A IGUATU;0;": KM 03;";CONJUNTO GAMA;63430-000;DIESEL;12/09/2024;6,35;;R$ / litro;BRANCA
CO;MS;TRES LAGOAS;AUTO POSTO LAGOINHA LTDA; 21.382.000/0001-73;RUA PLINIO ALARCON;1292;;JARDIM DAS OLIVEIRAS;79630-213;DIESEL;13/09/2024;5,99;;R$ / litro;TAURUS
CO;MS;TRES LAGOAS;AUTO POSTO LAGOINHA LTDA; 21.382.000/0001-73;RUA PLINIO ALARCON;1292;;JARDIM DAS OLIVEIRAS;79630-213;DIESEL S10;13/09/2024;6,19;;R$ / litro;TAURUS
SE;RJ;VOLTA REDONDA;ALIANCA BEIRA RIO COMERCIO DE GNV LTDA; 24.373.856/0001-70;AVENIDA ALMIRANTE ADALBERTO DE BARROS NUNES;2720;;RETIRO;27274-200;GNV;10/09/2024;5,49;;R$ / m³;BRANCA
SE;MG;BETIM;POSTO JARDIM DA CIDADE LTDA; 06.284.318/0001-28;AVENIDA TEOTONIO PARREIRA COELHO;115;;JARDIM DA CIDADE;32604-255;DIESEL S10;12/09/2024;5,79;;R$ / litro;BRANCA
S;RS;SAO GABRIEL;COMERCIAL COMBUSTIVEIS JCS LTDA; 24.720.250/0001-64;AVENIDA FRANCISCO HERMENEGILDO DA SILVA;1933;ANEXO 01;CENTRO;97300-010;DIESEL S10;11/09/2024;6,29;;R$ / litro;RAIZEN
SE;SP;AVARE;AUTO POSTO SAO PEDRO DE AVARE LTDA; 27.149.248/0001-75;RUA AMAZONAS;1068;;CENTRO;18701-120;DIESEL;11/09/2024;5,89;;R$ / litro;BRANCA
S;RS;SANTANA DO LIVRAMENTO;DE SOUZA STAEVIE & CIA. LTDA.; 14.742.132/0002-84;RUA URUGUAI;1898;;HIDRAULICA;97574-220;DIESEL;10/09/2024;6,37;;R$ / litro;IPIRANGA
S;RS;SANTANA DO LIVRAMENTO;DE SOUZA STAEVIE & CIA. LTDA.; 14.742.132/0002-84;RUA URUGUAI;1898;;HIDRAULICA;97574-220;DIESEL S10;10/09/2024;6,39;;R$ / litro;IPIRANGA
CO;MT;VARZEA GRANDE;COMERCIAL AMAZONIA DE PETROLEO LTDA; 09.001.879/0020-23;AVENIDA JULIO DOMINGOS DE CAMPOS (LOT JD GLORIA);3333;ANTIGA AVENIDA            JULIO CAMPOS;GLORIA;78140-340;DIESEL S10;12/09/2024;5,69;;R$ / litro;BRANCA
CO;MT;SINOP;AUTO POSTO SINOP LTDA; 26.743.803/0001-20;RUA JOAO PEDRO MOREIRA DE CARVALHO;1860;;SETOR INDUSTRIAL;78557-135;DIESEL;09/09/2024;6,99;;R$ / litro;VIBRA
SE;SP;JALES;AUTO POSTO XINGU AVENIDA - LTDA; 27.244.728/0001-15;AVENIDA JOAO AMADEU;3371;;JARDIM ANA CRISTINA;15700-194;DIESEL;11/09/2024;5,94;;R$ / litro;BRANCA
SE;SP;JALES;AUTO POSTO XINGU AVENIDA - LTDA; 27.244.728/0001-15;AVENIDA JOAO AMADEU;3371;;JARDIM ANA CRISTINA;15700-194;DIESEL S10;11/09/2024;5,97;;R$ / litro;BRANCA
NE;MA;CODO;F R DE ARAUJO ALBUQUERQUE - ME; 07.757.511/0003-63;RODOVIA MA 026;90;;POV MONTIVIDEU;65400-000;DIESEL;09/09/2024;6,25;;R$ / litro;BRANCA
NE;MA;CODO;F R DE ARAUJO ALBUQUERQUE - ME; 07.757.511/0003-63;RODOVIA MA 026;90;;POV MONTIVIDEU;65400-000;DIESEL S10;09/09/2024;6,35;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO TIMBOZAO ITAPERUNA LTDA; 25.032.853/0001-36;AVENIDA PRESIDENTE DUTRA;1099;;CIDADE NOVA;28300-000;DIESEL;12/09/2024;5,79;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO TIMBOZAO ITAPERUNA LTDA; 25.032.853/0001-36;AVENIDA PRESIDENTE DUTRA;1099;;CIDADE NOVA;28300-000;DIESEL S10;12/09/2024;5,85;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO ALPHA W COMERCIO DE COMBUSTIVEIS LTDA; 26.179.832/0001-00;AVENIDA DOUTOR ARTUR BERNARDES;682;ANEXO 686;PARQUE ROSARIO;28015-325;DIESEL;11/09/2024;5,88;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO ALPHA W COMERCIO DE COMBUSTIVEIS LTDA; 26.179.832/0001-00;AVENIDA DOUTOR ARTUR BERNARDES;682;ANEXO 686;PARQUE ROSARIO;28015-325;DIESEL S10;11/09/2024;5,98;;R$ / litro;IPIRANGA
SE;RJ;SAO GONCALO;GOL OLIMPICO COMBUSTIVEIS E SERVICOS LTDA; 17.171.266/0001-08;AVENIDA DOUTOR EUGENIO BORGES;0;LOTE  C;ARSENAL;24755-452;DIESEL;09/09/2024;6,39;;R$ / litro;VIBRA
N;PA;SANTAREM;S. & L. LTDA; 18.450.168/0001-64;AVENIDA DOUTOR ANISIO CHAVES;1785;;JARDIM SANTAREM;68030-535;DIESEL;11/09/2024;6,19;;R$ / litro;EQUADOR
N;PA;SANTAREM;S. & L. LTDA; 18.450.168/0001-64;AVENIDA DOUTOR ANISIO CHAVES;1785;;JARDIM SANTAREM;68030-535;DIESEL S10;11/09/2024;6,25;;R$ / litro;EQUADOR
SE;RJ;DUQUE DE CAXIAS;POSTO SANTA CRUZ DA SERRA LTDA - EPP; 20.859.002/0001-48;AVENIDA AUTOMOVEL CLUBE;1857;QUADRA10 LT 13;PARQUE A EQUITATIVA;25260-000;GNV;10/09/2024;4,89;;R$ / m³;IPIRANGA
SE;RJ;DUQUE DE CAXIAS;POSTO SANTA CRUZ DA SERRA LTDA - EPP; 20.859.002/0001-48;AVENIDA AUTOMOVEL CLUBE;1857;QUADRA10 LT 13;PARQUE A EQUITATIVA;25260-000;DIESEL;10/09/2024;6,13;;R$ / litro;IPIRANGA
SE;RJ;DUQUE DE CAXIAS;POSTO SANTA CRUZ DA SERRA LTDA - EPP; 20.859.002/0001-48;AVENIDA AUTOMOVEL CLUBE;1857;QUADRA10 LT 13;PARQUE A EQUITATIVA;25260-000;DIESEL S10;10/09/2024;6,19;;R$ / litro;IPIRANGA
NE;BA;SERRINHA;BAHIA POSTO DERIVADOS DE PETROLEO EIRELI; 25.025.713/0001-30;RODOVIA BA 411 (SAIDA PARA BARROCAS);S/N;KM    01;CENTRO;48700-000;DIESEL;11/09/2024;6,05;;R$ / litro;BRANCA
NE;BA;SERRINHA;BAHIA POSTO DERIVADOS DE PETROLEO EIRELI; 25.025.713/0001-30;RODOVIA BA 411 (SAIDA PARA BARROCAS);S/N;KM    01;CENTRO;48700-000;DIESEL S10;11/09/2024;6,09;;R$ / litro;BRANCA
NE;MA;PINHEIRO;A MARINHO DE SOUSA - ME; 14.662.197/0003-09;RODOVIA MA 106;350;SETOR KM 04;PONTA DE SANTANA;65200-000;DIESEL;09/09/2024;6,1;;R$ / litro;BRANCA
CO;GO;GOIATUBA;A1 COMBUSTIVEIS GOIATUBA LTDA; 18.590.664/0001-13;AVENIDA PRESIDENTE VARGAS;357;;SETOR IMPERIAL;75600-000;DIESEL;12/09/2024;5,59;;R$ / litro;BRANCA
CO;GO;GOIATUBA;A1 COMBUSTIVEIS GOIATUBA LTDA; 18.590.664/0001-13;AVENIDA PRESIDENTE VARGAS;357;;SETOR IMPERIAL;75600-000;DIESEL S10;12/09/2024;5,69;;R$ / litro;BRANCA
S;PR;CIANORTE;P.H.B. DE OLIVEIRA EIRELI; 22.274.861/0001-09;AVENIDA PARANA;600;;ZONA 01;87200-087;DIESEL;12/09/2024;5,79;;R$ / litro;CIAPETRO
S;PR;CIANORTE;P.H.B. DE OLIVEIRA EIRELI; 22.274.861/0001-09;AVENIDA PARANA;600;;ZONA 01;87200-087;DIESEL S10;12/09/2024;5,89;;R$ / litro;CIAPETRO
N;PA;ANANINDEUA;POSTO IRMAS MARTINI COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 24.322.862/0001-07;RODOVIA DO MARIO COVAS;470;BLOCO 18 B;COQUEIRO;67113-330;DIESEL S10;10/09/2024;6,29;;R$ / litro;SABBÁ
SE;MG;DIVINOPOLIS;PLAZA AUTO POSTO LTDA.; 26.823.549/0001-70;AVENIDA GOVERNADOR MAGALHAES PINTO;1024;;NITEROI;35500-220;DIESEL S10;09/09/2024;5,79;;R$ / litro;BRANCA
NE;SE;ITABAIANA;AUTO POSTO SCJ LTDA; 27.160.629/0001-55;AVENIDA JOAO TEIXEIRA;1237;;ROTARY CLUB DE ITABAIANA;49506-093;DIESEL;09/09/2024;5,7;;R$ / litro;BRANCA
NE;SE;ITABAIANA;AUTO POSTO SCJ LTDA; 27.160.629/0001-55;AVENIDA JOAO TEIXEIRA;1237;;ROTARY CLUB DE ITABAIANA;49506-093;DIESEL S10;09/09/2024;5,8;;R$ / litro;BRANCA
S;RS;PASSO FUNDO;SIM REDE DE POSTOS LTDA; 07.473.735/0138-36;AVENIDA PRESIDENTE VARGAS;2023;;VILA RODRIGUES;99070-000;DIESEL;11/09/2024;5,99;;R$ / litro;BRANCA
S;RS;PASSO FUNDO;SIM REDE DE POSTOS LTDA; 07.473.735/0138-36;AVENIDA PRESIDENTE VARGAS;2023;;VILA RODRIGUES;99070-000;DIESEL S10;11/09/2024;6,09;;R$ / litro;BRANCA
SE;MG;JUIZ DE FORA;L2 AUTO POSTO LTDA; 27.089.396/0001-41;RUA OSORIO DE ALMEIDA;19;;POCO RICO;36020-020;DIESEL;10/09/2024;5,65;;R$ / litro;VIBRA
SE;MG;UBERABA;CINQUENTAO COMERCIO DE COMBUSTIVEIS LTDA; 04.224.679/0006-68;AVENIDA LEOPOLDINO DE OLIVEIRA;3040;;ESTADOS UNIDOS;38015-000;DIESEL;13/09/2024;5,79;;R$ / litro;BRANCA
SE;MG;UBERABA;CINQUENTAO COMERCIO DE COMBUSTIVEIS LTDA; 04.224.679/0006-68;AVENIDA LEOPOLDINO DE OLIVEIRA;3040;;ESTADOS UNIDOS;38015-000;DIESEL S10;13/09/2024;5,89;;R$ / litro;BRANCA
S;RS;BENTO GONCALVES;S S COMERCIO DE COMBUSTIVEIS SA; 01.991.461/0026-94;AVENIDA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;64;;LICORSUL;95705-880;DIESEL;11/09/2024;5,79;;R$ / litro;IPIRANGA
S;RS;BENTO GONCALVES;S S COMERCIO DE COMBUSTIVEIS SA; 01.991.461/0026-94;AVENIDA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;64;;LICORSUL;95705-880;DIESEL S10;11/09/2024;5,89;;R$ / litro;IPIRANGA
SE;SP;PRAIA GRANDE;AUTO POSTO PORTAL TUDE BASTOS LTDA; 23.784.703/0001-53;AVENIDA DO TRABALHADOR;907;ANEXO POSTO;SITIO DO CAMPO;11725-000;DIESEL;09/09/2024;6,25;;R$ / litro;VIBRA
SE;SP;PRAIA GRANDE;AUTO POSTO PORTAL TUDE BASTOS LTDA; 23.784.703/0001-53;AVENIDA DO TRABALHADOR;907;ANEXO POSTO;SITIO DO CAMPO;11725-000;DIESEL S10;09/09/2024;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTAO COMERCIO E TRANSPORTE DE COMBUSTIVEIS EIRELI; 00.109.077/0002-85;AVENIDA HENRY WALL DE CARVALHO;4207;;TRIUNFO;64022-050;DIESEL;09/09/2024;5,87;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTAO COMERCIO E TRANSPORTE DE COMBUSTIVEIS EIRELI; 00.109.077/0002-85;AVENIDA HENRY WALL DE CARVALHO;4207;;TRIUNFO;64022-050;DIESEL S10;09/09/2024;5,89;;R$ / litro;BRANCA
SE;MG;SABARA;COMERCIO DE COMBUSTIVEIS SABARA LTDA; 27.486.672/0001-05;RUA DA PONTE;27;;SIDERURGICA;34515-190;DIESEL S10;11/09/2024;5,99;;R$ / litro;BRANCA
SE;RJ;SANTO ANTONIO DE PADUA;AUTO POSTO TITONELI LTDA; 26.552.871/0001-01;RODOVIA RJ 186;S/N;QUINTO DISTRITO;SANTA LUZIA;28470-000;DIESEL;09/09/2024;5,89;;R$ / litro;BRANCA
SE;RJ;SANTO ANTONIO DE PADUA;AUTO POSTO TITONELI LTDA; 26.552.871/0001-01;RODOVIA RJ 186;S/N;QUINTO DISTRITO;SANTA LUZIA;28470-000;DIESEL S10;09/09/2024;5,98;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA; 26.133.969/0001-24;AVENIDA JORNALISTA ASSIS CHATEAUBRIAND;2980;;TAMBOR;58414-500;DIESEL;11/09/2024;5,78;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA; 26.133.969/0001-24;AVENIDA JORNALISTA ASSIS CHATEAUBRIAND;2980;;TAMBOR;58414-500;DIESEL S10;11/09/2024;5,79;;R$ / litro;BRANCA
N;RO;VILHENA;J. M. COMERCIO DE COMBUSTIVEIS LTDA; 27.604.345/0001-00;RUA ANTONIO LOPES COELHO;2722;QUADRA02                  LOTE  02                  SETOR 05;JARDIM AMERICA;76980-848;DIESEL S10;09/09/2024;6,59;;R$ / litro;BRANCA
NE;MA;IMPERATRIZ;AUTO POSTO DE COMBUSTIVEIS MANGUEIRA LTDA  - ME; 05.910.729/0001-19;RODOVIA BR-010;SN;": KM 1346.7;";CONJUNTO NOVA VITORIA;65915-050;DIESEL;09/09/2024;5,79;;R$ / litro;BRANCA
NE;MA;IMPERATRIZ;AUTO POSTO DE COMBUSTIVEIS MANGUEIRA LTDA  - ME; 05.910.729/0001-19;RODOVIA BR-010;SN;": KM 1346.7;";CONJUNTO NOVA VITORIA;65915-050;DIESEL S10;09/09/2024;5,85;;R$ / litro;BRANCA
SE;ES;VILA VELHA;ITAPARICA PETROLEO E COMERCIO LTDA; 01.635.041/0002-06;AVENIDA CARLOS LINDENBERG;1395;;COBI DE CIMA;29117-730;DIESEL;09/09/2024;5,89;;R$ / litro;RAIZEN
NE;PE;SERRA TALHADA;RODRIGUES E SILVA COMERCIO DERIVADOS DE PETROLEO LTDA - EPP; 24.979.332/0001-28;AVENIDA DOUTOR ADEMAR XAVIER;1005;;NOSSA SENHORA DA CONCEICAO;56912-010;DIESEL S10;11/09/2024;6,01;;R$ / litro;BRANCA
SE;MG;ARAXA;CAMARGO COMBUSTIVEIS LTDA  - ME; 18.884.742/0001-92;AVENIDA DOUTOR DANILO CUNHA;15;;BOM JESUS;38181-001;DIESEL;09/09/2024;5,79;;R$ / litro;IPIRANGA
SE;MG;ARAXA;CAMARGO COMBUSTIVEIS LTDA  - ME; 18.884.742/0001-92;AVENIDA DOUTOR DANILO CUNHA;15;;BOM JESUS;38181-001;DIESEL S10;09/09/2024;5,89;;R$ / litro;IPIRANGA
NE;CE;IGUATU;AIRTON PALACIO DE SOUZA JUNIOR; 13.408.058/0002-00;RUA DOUTOR JOAO PESSOA;832;;CENTRO;63500-023;DIESEL S10;09/09/2024;6,09;;R$ / litro;SP
NE;MA;SAO JOSE DE RIBAMAR;J R EQUIPAMENTOS PARA COMUNICACAO EIRELI; 08.386.800/0005-28;AVENIDA GENERAL ARTHUR CARVALHO;468;ESTR TURU-BOA VISTA;MIRITIUA;65110-000;DIESEL S10;10/09/2024;5,79;;R$ / litro;VIBRA
CO;GO;VALPARAISO DE GOIAS;POSTO DE PETROLEO ANHANGUERA LTDA; 23.567.809/0001-03;QUADRA QUADRA 38;S/N;CHACARA 09 A2;SETOR DE CHACARAS ANHANGUERA B;72871-593;DIESEL;09/09/2024;5,79;;R$ / litro;IPIRANGA
NE;PE;ARARIPINA;POSTO PLANALTO LTDA; 23.419.382/0001-98;RODOVIA BR 316;S/N;KM    24;PLANALTO;56280-000;DIESEL S10;10/09/2024;5,99;;R$ / litro;BRANCA
SE;SP;SAO CAETANO DO SUL;AUTO POSTO IRMAS RIBAS LTDA; 27.306.347/0001-13;RUA CASEMIRO DE ABREU;230;C/AV SEN ROB SIMONSE;CERAMICA;09531-050;DIESEL;09/09/2024;5,59;;R$ / litro;BRANCA
SE;SP;SAO CAETANO DO SUL;AUTO POSTO IRMAS RIBAS LTDA; 27.306.347/0001-13;RUA CASEMIRO DE ABREU;230;C/AV SEN ROB SIMONSE;CERAMICA;09531-050;DIESEL S10;09/09/2024;5,69;;R$ / litro;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;POSTO DA CIDADE COMERCIAL VAREJISTA DE DERIVADOS DE PETROLEO LTDA - EPP; 24.238.328/0001-09;RUA VEREADOR JOAO SILVA;1033;;ANDAIA;44572-570;DIESEL;10/09/2024;5,79;;R$ / litro;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;POSTO DA CIDADE COMERCIAL VAREJISTA DE DERIVADOS DE PETROLEO LTDA - EPP; 24.238.328/0001-09;RUA VEREADOR JOAO SILVA;1033;;ANDAIA;44572-570;DIESEL S10;10/09/2024;5,89;;R$ / litro;BRANCA
NE;MA;ACAILANDIA;AUTO POSTO RANCHO LTDA; 20.974.947/0001-00;RUA RIO GRANDE;180;"LETRA: E;";CENTRO;65930-000;DIESEL;11/09/2024;5,82;;R$ / litro;VIBRA
NE;MA;ACAILANDIA;AUTO POSTO RANCHO LTDA; 20.974.947/0001-00;RUA RIO GRANDE;180;"LETRA: E;";CENTRO;65930-000;DIESEL S10;11/09/2024;5,92;;R$ / litro;VIBRA
NE;AL;ARAPIRACA;AUTO POSTO BLUE LTDA.; 07.783.800/0001-75;RODOVIA AL-220;3790;;PLANALTO;57308-000;DIESEL S10;09/09/2024;5,89;;R$ / litro;PETROX DISTRIBUIDORA
